,"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82"
1,0,0.985031933615149,0.959004477426744,0.792793283791596,0.679512788184188,0.788681673636698,0.949647528606268,0.97569024124431,0.980767741132941,0.662773799465196,0.744426966926526,0.968983937927593,0.784711957742964,0.801699724042439,0.868580925597925,0.708064108317254,0.867643252579553,0.870497735115294,0.850925730201178,0.747306504182982,0.891474087297699,0.877648045346077,0.823666667855751,0.620646901429694,0.560377040162082,0.869060932971413,0.948407715961146,0.818527258518271,0.930787393478314,0.903711912129595,0.961254112911986,0.895989808331684,0.858694263537457,0.905408858909686,0.853004311018695,0.83094671149696,0.845631091241917,0.887500136620333,0.966730098854235,0.727366504664651,0.853260828368775,0.865887838069738,0.799158249069435,0.832751960085958,0.891281606730355,0.949238738560464,0.755091598857922,0.898081132704354,0.900659879021614,0.974265260002997,0.987085273337294,0.92673448361647,0.769071931122553,0.90240246496953,0.752036561967808,0.808341749839504,0.78296571497134,0.881848769818955,0.911064825382929,0.661327201228201,0.89862331778856,0.852804342302538,0.853267512085071,0.811423853040785,0.822099364572243,0.892984369885062,0.804690307451592,0.947551095376323,0.998620509289292,0.939110477336472,0.96137094821759,0.926415204276516,0.967819844911343,0.995968162301338,0.911697074916354,0.937919215642145,0.934012847482565,0.98396716639928,0.983747237068916,0.972672038683837,0.907531745994862,0.829612059731815
2,0.985031933615149,0,0.88785041648034,0.923630325411014,0.966999677944905,0.97643430363631,0.812080779381959,0.992118473228378,0.890628591077779,0.978461584455443,0.959501953182845,0.742513338013139,0.981032505998715,0.97685657648495,0.809579332605363,0.994313663683024,0.821532187471247,0.95044447629041,0.961504337787453,0.930890635528482,0.893089916188619,0.999532305434551,0.95481585144447,0.985190103248444,0.960261868428808,0.909106842988458,0.88810049051691,0.972090209888604,0.827317194771287,0.879576634476005,0.799462924351357,0.944322252328123,0.912899233127348,0.952459567109226,0.791078401573181,0.785455671758652,0.835417468593635,0.81659002331304,0.759733135759812,0.972048165567977,0.998416336562203,0.999707517111441,0.959025987268459,0.963631281576414,0.996922998047845,0.882061254282589,0.916466960225232,0.913649937650049,0.972685286258221,0.931205999371855,0.909578573327352,0.867812623848722,0.913154853653425,0.936926364633665,0.984097685826635,0.927932256698471,0.978874330110033,0.880477512621695,0.905303043966756,0.930220231393104,0.961676756453524,0.955440920736178,0.960847488324689,0.96360641415007,0.972017473747057,0.819981661147833,0.940917151033543,0.746419868514215,0.861146456213609,0.990997729847149,0.969972847221327,0.989346784609286,0.962810346698611,0.998296596322906,0.927154635227451,0.823494912247141,0.980136379049284,0.905721884858297,0.729026628123751,0.986227307263206,0.887780177353769,0.988586907449038
3,0.959004477426744,0.88785041648034,0,0.979832195046587,0.95937196668255,0.961594289878395,0.97873145289407,0.904125549370931,0.988594102374435,0.960689047155524,0.926024516755206,0.847169179026515,0.91399532218338,0.931918073890414,0.849614247668937,0.910499639203306,0.930703727231594,0.907382750372695,0.939497596216444,0.938432889484572,0.910343871460105,0.933173075512076,0.935597994244135,0.926952817343982,0.862885159525813,0.879322301993673,0.893313617744367,0.944806287309643,0.850739316357053,0.993457712668882,0.875644481969005,0.939618421174721,0.951722525193503,0.960838142163069,0.91823448199079,0.966322644236582,0.877280967427007,0.868116481196588,0.900635369079349,0.910254625850579,0.88909501081663,0.966078684132534,0.9063821311155,0.922330126721893,0.88822540434545,0.988766739128463,0.91819772993367,0.940864846361592,0.844171830911989,0.92193254606957,0.990645513528938,0.942987328774125,0.864712696618277,0.923340251870972,0.871388881340838,0.851204924780102,0.989202661914628,0.884464601948864,0.815437624560871,0.932063924404235,0.871484206383053,0.914769193272194,0.981504701626244,0.888289017561561,0.906731455522376,0.911997347107549,0.868424771704722,0.970411649993222,0.976585354710415,0.970012739285785,0.868957117996499,0.945160853044894,0.940713772695599,0.977042131360257,0.974830034911195,0.986539639600309,0.942224967457712,0.982374360840357,0.960985709997866,0.971308348107222,0.997919446106155,0.984208179853849
4,0.792793283791596,0.923630325411014,0.979832195046587,0,0.857416801042394,0.821103487526974,0.778183321211235,0.947775467827934,0.93869549354592,0.786779919220509,0.923911921011721,0.915307777695437,0.909827874856401,0.858222495662973,0.815760271818043,0.755747232187075,0.81501141064092,0.841809979874211,0.826382874856302,0.778896880454769,0.89517159994856,0.873516983818098,0.850764351666329,0.923356929450036,0.728885071579896,0.924234614724136,0.952462306311246,0.878914367038497,0.91429299786586,0.918151639814138,0.910920653573597,0.914522050403244,0.900591039089808,0.844691436823614,0.841146759300369,0.913431885059948,0.869890522857316,0.86542046246114,0.840828376333269,0.7182147530838,0.803217750464523,0.822754784044857,0.717998921873076,0.839720582059422,0.993490259874004,0.75863537174166,0.746477138113686,0.930511734366653,0.998334461715372,0.907606236700687,0.99652210389384,0.923090271820674,0.80710243847121,0.976399560677267,0.71193875885884,0.881402900258126,0.741040767154839,0.932637644129808,0.95400983721296,0.84876766246212,0.88711970725484,0.951450560906313,0.753457503926234,0.871937589639766,0.86538879058464,0.818697829202723,0.857464655513983,0.994294932859669,0.947768140604289,0.862166475474291,0.968903949788645,0.952203780588038,0.988120117865635,0.940984880103586,0.957011503156688,0.998253175798909,0.917233668439368,0.945301400018654,0.946371230544564,0.926671087581706,0.947881776519079,0.99242415081421
5,0.679512788184188,0.966999677944905,0.95937196668255,0.857416801042394,0,0.881024765462683,0.937381091577309,0.992257787950634,0.858630891748948,0.758238809773377,0.798407684656943,0.933150123787492,0.808650750759776,0.874043547416736,0.831138572883789,0.716137184704267,0.831796795402247,0.822837431937697,0.808181423619025,0.761646447688167,0.869416093557642,0.843688277478365,0.827959489960079,0.760095168374459,0.80344513693408,0.906815935601725,0.982921472530465,0.893439566505593,0.888315171814439,0.916169985800112,0.909568758860616,0.887827451238493,0.848679616661679,0.87517414981159,0.872939477896423,0.911084765043834,0.85371612034074,0.820503058578452,0.917824762012025,0.817807822345047,0.861512183076395,0.853776006485284,0.828700880825607,0.827228727939294,0.896663626713235,0.880940148094344,0.911310553412611,0.955621519278891,0.949155420349898,0.942581819115127,0.995736194558122,0.838170766109681,0.881879642357024,0.868736977999234,0.8466201740029,0.799710218413767,0.812881466561514,0.875627796544556,0.917883506088144,0.549349553350137,0.895299439274087,0.802558724127567,0.943215328627635,0.870333867867513,0.859825117752028,0.835175612420338,0.898744579085226,0.986587356169675,0.891654148194524,0.980204894677729,0.977031021384182,0.971622253334932,0.964708180123082,0.975275234852908,0.970500317054976,0.99302338849108,0.86949243117644,0.904045824684739,0.948601344469085,0.958853834867595,0.921745325715568,0.891744196538481
6,0.788681673636698,0.97643430363631,0.961594289878395,0.821103487526974,0.881024765462683,0,0.955017289594199,0.949229770440678,0.979582184469113,0.803480037083558,0.908811269709157,0.950126862754222,0.824388968562652,0.813428475136299,0.848781382940984,0.776974759769085,0.905695841604614,0.86915919043174,0.841398618200734,0.773765047573083,0.942572637850888,0.948298998730297,0.813132100403039,0.933132307056317,0.703042457459086,0.93804120933183,0.924695400174466,0.802615517651888,0.936437195058212,0.961261695710576,0.999187893105028,0.939662477083765,0.93325129469837,0.91848192163547,0.927718863670526,0.87722124777252,0.944297084641942,0.875647460077313,0.952654568548671,0.764038489037043,0.821985170096072,0.829148832457907,0.848371335336805,0.866829052532673,0.883020732616825,0.914714808895342,0.836961420958838,0.924577437953267,0.936339496192746,0.932100098881034,0.95575359326096,0.971079081963836,0.780994739883857,0.930240854194954,0.760758944343701,0.926253630095811,0.79313420106032,0.9618794383342,0.911063028173548,0.884565056660798,0.914065742655998,0.929145292600233,0.590048619271682,0.707556180587859,0.671191100412149,0.840454871144436,0.771882305091129,0.943081700676252,0.994320487918328,0.882036381769315,0.954732247329775,0.961904190597891,0.972426746542279,0.996196685967231,0.916014579547791,0.968275306327163,0.997772646257692,0.936755136509977,0.97896117183463,0.99311781258735,0.957456816064462,0.972615823130939
7,0.949647528606268,0.812080779381959,0.97873145289407,0.778183321211235,0.937381091577309,0.955017289594199,0,0.949405823629476,0.759867169152537,0.91132816660907,0.963677583822411,0.963428383568463,0.967840066853938,0.987247689004545,0.881116973658585,0.948975976081832,0.845926824068523,0.846082979772484,0.880381134596463,0.967790814869847,0.972626352949825,0.990096667621094,0.947237138038128,0.968401505778512,0.955968828755054,0.942043628603854,0.931802426720669,0.996983777526684,0.941060244767788,0.959690856134982,0.880213383382216,0.952933323081556,0.89351222564507,0.996385513020016,0.93486236638655,0.998960928482332,0.851572971466451,0.901169538338886,0.924581061676963,0.942542270690494,0.936499705051361,0.99457668457613,0.86007300549577,0.919411213314031,0.979766978157267,0.884395900967771,0.939441314946586,0.978555564213006,0.986944051015451,0.988675740296725,0.964726966982398,0.975977489694076,0.95420401367916,0.955664137796554,0.928096712708263,0.958004271965044,0.852402752091977,0.941147467545592,0.91934071078896,0.945149037967337,0.955304092739225,0.988030866501031,0.949761886584189,0.949000005766855,0.970116470829874,0.875199987201387,0.890539458382499,0.761486609425834,0.817251720894754,0.969705795423295,0.925818097432733,0.880949754217367,0.932387168169665,0.989117745545121,0.897081866241781,0.868457896368167,0.833895490769787,0.978179258966923,0.854581755939597,0.981470012757865,0.959540898023337,0.991302339852686
8,0.97569024124431,0.992118473228378,0.904125549370931,0.947775467827934,0.992257787950634,0.949229770440678,0.949405823629476,0,0.986533556752963,0.997433318673902,0.94615651190911,0.999950540617669,0.969522844058647,0.97191587254787,0.988182455357834,0.946676418787527,0.979151819244637,0.973893471506626,0.964432705220627,0.948310246844473,0.94973845792123,0.996210272971279,0.96552759681416,0.824731136562529,0.958950650931714,0.974173538697662,0.901511527761241,0.967414154889486,0.941880820029603,0.939586754982726,0.886772155134498,0.93836472988801,0.988672843003564,0.943505267808283,0.987741338134444,0.972890354192867,0.943605322847224,0.965733844043525,0.977601234242092,0.980863577301279,0.998194654347365,0.993804458998559,0.973925947280536,0.994857629780689,0.916688740724372,0.963309982119408,0.980048040381393,0.945968162785524,0.887139986727655,0.948131888183887,0.964878168674483,0.886231926817641,0.926796598674843,0.950274303956394,0.993458945019805,0.936795200741251,0.994069443153385,0.99490673554164,0.961289977367147,0.934119940685845,0.952599983727167,0.854677722131557,0.978019057865587,0.98145484586872,0.953714251606505,0.969644950456547,0.98666310722691,0.960251380930333,0.971346426243478,0.973959572729419,0.718721898829533,0.994987342807202,0.930269920040061,0.936431452968413,0.990779980988104,0.916421698290878,0.949750476117701,0.984665519279994,0.910883264695916,0.910628308929965,0.99252316332777,0.982010757554164
9,0.980767741132941,0.890628591077779,0.988594102374435,0.93869549354592,0.858630891748948,0.979582184469113,0.759867169152537,0.986533556752963,0,0.887829828021442,0.920968114125734,0.981927250959142,0.99352062979982,0.972023301074722,0.970118782247774,0.986759074979767,0.841847261817165,0.858774719000813,0.914681929925474,0.929215401508075,0.947254193840034,0.998183461978857,0.985880725786331,0.904590282904421,0.956857022242361,0.872046372867697,0.888256397214718,0.945564482866287,0.938577666228581,0.963372863826052,0.93238879790454,0.924143941692601,0.832292803490634,0.997009620780265,0.984651918355295,0.995399504714294,0.888333391270334,0.899928334233656,0.910604003622635,0.890074034628646,0.962580394140672,0.968548525761422,0.965286928341487,0.988375127483653,0.991278230384091,0.967158891447904,0.956386874975671,0.943606402770654,0.975536347698985,0.962347557331962,0.976680453387294,0.970822188109266,0.982361992214787,0.903728802121067,0.994418083389884,0.871726507089024,0.816711648748446,0.98597065898103,0.974835344880119,0.921741613102026,0.997293837565705,0.882778332117373,0.995586652150783,0.920230983614749,0.943063800976451,0.976186318876603,0.907314693852253,0.777780163883957,0.61081144814482,0.958569910364576,0.999653650806836,0.932783441712964,0.944538803362401,0.895837384287148,0.917086969643061,0.965732663624379,0.810016233460486,0.994950717797492,0.879664463106842,0.974482911327069,0.957133071765355,0.982620269160811
10,0.662773799465196,0.978461584455443,0.960689047155524,0.786779919220509,0.758238809773377,0.803480037083558,0.91132816660907,0.997433318673902,0.887829828021442,0,0.405624821032201,0.981981747832552,0.758320861804547,0.766379145972671,0.834178474165925,0.706932575069406,0.782617584386299,0.783030494595244,0.802425200407643,0.740946348588498,0.877351354088513,0.886788299174939,0.836574917303342,0.800084001910661,0.572094392907266,0.854304288206347,0.87267905194974,0.872611844044688,0.904887297800682,0.871412746104944,0.902076356035784,0.874690430397345,0.858419534208706,0.890634414453288,0.888592366040939,0.796632184266464,0.829750788572554,0.830402686140765,0.902628858822474,0.769819553694471,0.848222421908807,0.855742188068239,0.783587913778497,0.85745982399285,0.942354651630694,0.884976982788087,0.790158111191237,0.935279727565463,0.959829361444482,0.97699435114661,0.983495609486434,0.920604241223484,0.76429233178287,0.89000556720936,0.798214526953869,0.829931940835259,0.772880446586955,0.864602449160724,0.913835306624649,0.7405689439419,0.915908012782773,0.865374090156306,0.800673211083967,0.817797768696624,0.826490998985358,0.90437316358052,0.876398008399253,0.976204965710779,0.890918635562714,0.886296594320142,0.9170232901829,0.948552012836462,0.952611744741395,0.984401437611772,0.917471399893242,0.963564105317641,0.8321865952565,0.948154937595288,0.950934349571726,0.997570031593725,0.92502808115302,0.756876490600533
